id1,machine_tag,title,inscription,latitude,longitude,country,area,address,erected,main_photo,colour,organisations,language,lead_subject_id,lead_subject_machine_tag,lead_subject_name,lead_subject_surname,lead_subject_sex,lead_subject_born_in,lead_subject_died_in,lead_subject_type,lead_subject_roles,lead_subject_primary_role,lead_subject_wikipedia,lead_subject_dbpedia,lead_subject_image
10776,openplaques:id=10776,Thomas Paine white plaque,"The earliest local historical source in 1828 identifies the Old Red Lion as the place where Tom Paine wrote part 1 of ""The Rights of Man"" in 1791",51.53276,-0.10672,United Kingdom,London,"Old Red Lion, Angel",,https://farm6.staticflickr.com/5246/5378526274_0d9975ba50_z.jpg,white,[],English,1009,openplaques:subject:id=1009,Thomas Paine,Paine,male,1737,1809,man,"[""author of Common Sense"", ""author of Rights Of Man"", ""author of The Age of Reason"", ""founder of American independence"", ""exciseman"", ""tobacconist"", ""a hero in America"", ""journalist"", ""patriot"", ""pamphleteer for American independence"", ""political writer"", ""champion of the rights of the common man"", ""revolutionary""]",author of Common Sense,https://en.wikipedia.org/wiki/Thomas_Paine,http://dbpedia.org/resource/Thomas_Paine,https://commons.wikimedia.org/wiki/Special:FilePath/Thomas_Paine_rev1.jpg?width=640
10294,openplaques:id=10294,William Morris and Woodford Hall white plaque,William Morris lived at Woodford Hall 1840-1847. The house demolished in 1900 stood to the rear of this site,51.59830,0.02065,United Kingdom,London,"Woodford Parish Church Memorial Hall, High Street, E11",,https://commons.wikimedia.org/wiki/Special:FilePath/William_Morris_lived_at_Woodford_Hall_1840-1847._The_house_demolished_in_1900_stood_to_the_rear_of_this_site.jpg?width=640,white,[],English,1769,openplaques:subject:id=1769,William Morris,Morris,male,1834,1896,man,"[""poet"", ""artist"", ""friend of Philip Webb"", ""colleague of Philip Webb"", ""husband of Jane Burden""]",poet,https://en.wikipedia.org/wiki/William_Morris,http://dbpedia.org/resource/William_Morris,https://commons.wikimedia.org/wiki/Special:FilePath/William_Morris_age_53.jpg?width=640
7439,openplaques:id=7439,Robert Browning blue plaque,Robert Browning   poet   born Camberwell 1812   lived on this site in   Hanover Cottage   1824-40,51.47800,-0.08250,United Kingdom,London,"179 Southampton Way, SE5",,,blue,"[""Armstrong Browning Library""]",English,3562,openplaques:subject:id=3562,Robert Browning,Browning,male,1812,1889,man,"[""poet"", ""husband of Elizabeth Barrett Browning"", ""son of Sarah Wiedeman"", ""father of Robert Barrett Browning""]",poet,https://en.wikipedia.org/wiki/Robert_Browning,http://dbpedia.org/resource/Robert_Browning,https://commons.wikimedia.org/wiki/Special:FilePath/Robert_Browning_later_years.jpg?width=640
10359,openplaques:id=10359,Mark Lemon blue plaque,"Mark Lemon co-founder and first editor of ""Punch"" lived in this house 1817 to 1823",51.59133,-0.22822,United Kingdom,London,"Church Farmhouse Museum, Greyhound Hill, NW4",,https://commons.wikimedia.org/wiki/Special:FilePath/Mark_Lemon_plaque.jpg?width=640,blue,"[""London Borough of Barnet""]",English,4912,openplaques:subject:id=4912,Mark Lemon,Lemon,male,1809,1870,man,"[""editor of Punch"", ""founder of Punch""]",editor of Punch,https://en.wikipedia.org/wiki/Mark_Lemon,http://dbpedia.org/resource/Mark_Lemon,https://commons.wikimedia.org/wiki/Special:FilePath/Mark_Lemon.jpg?width=640
6428,openplaques:id=6428,Frederick Marryat blue plaque,Capt Frederick Marryat  1792-1848  Novelist  was educated at  “Holmwood”  on this site,51.66658,-0.07326,United Kingdom,London,470 Baker Street N2,,https://commons.wikimedia.org/wiki/Special:FilePath/Capt_Frederick_Marryat_1792-1848_Novelist_was_educated_at_“Holmwood”_on_this_site.jpg?width=640,blue,"[""London Borough of Enfield""]",English,249,openplaques:subject:id=249,Frederick Marryat,Marryat,male,1792,1848,man,"[""novelist"", ""Royal Navy Captain""]",novelist,https://en.wikipedia.org/wiki/Frederick_Marryat,http://dbpedia.org/resource/Frederick_Marryat,https://commons.wikimedia.org/wiki/Special:FilePath/Frederick_Marryat_by_John_Simpson.jpg?width=640
9164,openplaques:id=9164,William Morris bronze plaque,"This business was founded in 1861 by  William Morris  Artist and Poet  for the manufacture of his designs  in wallpapers, chintzes,  woven fabrics, carpets,  decoration, stained glass,  and for the advancement  of his great reform in  all the decorative arts",51.51323,-0.14366,United Kingdom,London,"17 St George Street, W1",,https://farm8.staticflickr.com/7134/7599540056_9863a61f53_z.jpg,bronze,[],English,1769,openplaques:subject:id=1769,William Morris,Morris,male,1834,1896,man,"[""poet"", ""artist"", ""friend of Philip Webb"", ""colleague of Philip Webb"", ""husband of Jane Burden""]",poet,https://en.wikipedia.org/wiki/William_Morris,http://dbpedia.org/resource/William_Morris,https://commons.wikimedia.org/wiki/Special:FilePath/William_Morris_age_53.jpg?width=640
9014,openplaques:id=9014,Noël Coward red plaque,"Sir Noël Coward 1899-1973 dramatist, actor and composer lived for a few years of his childhood (1906-1909) in Lenham Road. His first public appearance on stage was on July 23rd 1907 in a concert at Sutton Public Hall when he was about 8 years old.",51.36579,-0.19163,United Kingdom,London,"56 Lenham Road, Sutton",,,red,[],English,4468,openplaques:subject:id=4468,Noël Coward,Coward,male,1899,1973,man,"[""songwriter"", ""actor"", ""playwright"", ""Knight Bachelor""]",songwriter,https://en.wikipedia.org/wiki/Noël_Coward,http://dbpedia.org/resource/Noël_Coward,https://commons.wikimedia.org/wiki/Special:FilePath/Noel_Coward_Allan_warren.jpg?width=640
1945,openplaques:id=1945,Charles Dickens blue plaque,As a boy  Charles Dickens  worked here  1824 - 1825,51.51024,-0.12428,United Kingdom,London,6 Chandos Place,,https://farm3.staticflickr.com/2480/3984502725_e8bda63dbd_z.jpg,blue,[],English,413,openplaques:subject:id=413,Charles Dickens,Dickens,male,1812,1870,man,"[""novelist"", ""journalist"", ""policeman"", ""son of John Dickens"", ""son of Elizabeth Dickens"", ""friend of Thomas Latimer""]",novelist,https://en.wikipedia.org/wiki/Charles_Dickens,http://dbpedia.org/resource/Charles_Dickens,https://commons.wikimedia.org/wiki/Special:FilePath/Dickens_Gurney_head.jpg?width=640
10285,openplaques:id=10285,Agatha Christie blue plaque,Dame Agatha Christie 1890-1976 author lived here,51.48885,-0.18204,United Kingdom,London,"Christie Cottage, Cresswell Place, SW10",,https://commons.wikimedia.org/wiki/Special:FilePath/Dame_Agatha_Christie_1890-1976_author_lived_here.jpg?width=640,blue,[],English,173,openplaques:subject:id=173,Agatha Christie,Christie,female,1890,1976,woman,"[""detective novelist"", ""playwright"", ""author"", ""writer"", ""Dame Commander of the Most Excellent Order of the British Empire"", ""wife of Max Mallowan""]",detective novelist,https://en.wikipedia.org/wiki/Agatha_Christie,http://dbpedia.org/resource/Agatha_Christie,https://commons.wikimedia.org/wiki/Special:FilePath/Agatha_Christie.png?width=640
9557,openplaques:id=9557,Edith Nesbit and John Arnold maroon plaque,John Arnold (1736–99) watchmaker and Edith Nesbit (1858–1924),51.45647,0.04934,United Kingdom,London,"Well Hall Pleasaunce, SE9",,,maroon,"[""London Borough of Greenwich""]",English,3420,openplaques:subject:id=3420,Edith Nesbit,Nesbit,female,1858,1924,woman,"[""children's writer"", ""poet""]",children's writer,https://en.wikipedia.org/wiki/E._Nesbit,http://dbpedia.org/resource/E._Nesbit,https://commons.wikimedia.org/wiki/Special:FilePath/Nesbit.jpg?width=640
6464,openplaques:id=6464,Gerald Massey plaque,"Gerald Massey  1828 – 1907  Poet, Christian Socialist  lived here  1877 - 1890",51.61590,-0.14009,United Kingdom,London,"Grove Road Baptist Church Hall, 1 Grove Road, N11",,,,"[""London Borough of Enfield""]",English,3964,openplaques:subject:id=3964,Gerald Massey,Massey,male,1828,1907,man,"[""poet"", ""Christian Socialist""]",poet,https://en.wikipedia.org/wiki/Gerald_Massey,http://dbpedia.org/resource/Gerald_Massey,https://commons.wikimedia.org/wiki/Special:FilePath/Gerald_Massey_1856.jpg?width=640
10824,openplaques:id=10824,A. E. Housman blue plaque,"A. E. Housman poet & classical scholar, author of 'A Shropshire Lad' lived here 1885-1886",51.51664,-0.19641,United Kingdom,London,39 Northumberland Place,,https://commons.wikimedia.org/wiki/Special:FilePath/A._E._Housman_plaque.jpg?width=640,blue,[],English,2352,openplaques:subject:id=2352,A. E. Housman,Housman,male,1859,1936,man,"[""poet"", ""scholar""]",poet,https://en.wikipedia.org/wiki/A._E._Housman,http://dbpedia.org/resource/A._E._Housman,
1107,openplaques:id=1107,John Vanbrugh blue plaque,Sir John Vanbrugh architect and dramatist designed this house and lived here c. 1719-26,51.48008,0.00458,United Kingdom,London,"Maze Hill, Greenwich",,https://s0.geograph.org.uk/geophotos/01/14/51/1145174_efb979a9.jpg,blue,[],English,3834,openplaques:subject:id=3834,John Vanbrugh,Vanbrugh,male,1664,1726,man,"[""architect"", ""dramatist"", ""Knight Bachelor""]",architect,https://en.wikipedia.org/wiki/John_Vanbrugh,http://dbpedia.org/resource/John_Vanbrugh,https://commons.wikimedia.org/wiki/Special:FilePath/John_Vanbrugh.png?width=640
284,openplaques:id=284,John Passmore Edwards blue plaque,"John Passmore Edwards 1823-1911 journalist, editor and builder of free public libraries lived here",51.55181,-0.17818,United Kingdom,London,"51 Netherhall Gardens, Camden, NW3",1988,https://commons.wikimedia.org/wiki/Special:FilePath/John_Passmore_Edwards_1823-1911_Journalist_editor_and_builder_of_free_public_libraries_lived_here.jpg?width=640,blue,"[""administered by English Heritage as part of the London wide plaque scheme"", ""English Heritage""]",English,275,openplaques:subject:id=275,John Passmore Edwards,Edwards,male,1823,1911,man,"[""journalist"", ""editor"", ""builder of free public libraries""]",journalist,https://en.wikipedia.org/wiki/John_Passmore_Edwards,http://dbpedia.org/resource/John_Passmore_Edwards,https://commons.wikimedia.org/wiki/Special:FilePath/John_Passmore_Edwards_by_George_Frederic_Watts.jpg?width=640
1320,openplaques:id=1320,W. Somerset Maugham blue plaque,William Somerset Maugham 1874-1965 novelist and playwright lived here 1911-1919,51.50720,-0.14839,United Kingdom,London,"6 Chesterfield Street W1, Mayfair",,https://farm1.staticflickr.com/546/32469919875_e14d5544c6_z.jpg,blue,"[""administered by English Heritage as part of the London wide plaque scheme"", ""Greater London Council""]",English,4487,openplaques:subject:id=4487,W. Somerset Maugham,Maugham,male,1874,1965,man,"[""novelist"", ""playwright"", ""Companion of Honour"", ""Doctor - Bachelor of Medicine MBBS""]",novelist,https://en.wikipedia.org/wiki/W._Somerset_Maugham,http://dbpedia.org/resource/W._Somerset_Maugham,https://commons.wikimedia.org/wiki/Special:FilePath/Maugham_retouched.jpg?width=640
30154,openplaques:id=30154,Ignatius Sancho white plaque,"Ignatius Sancho c1729-1780. African man of letters, composer and opponent of slavery. Born of a slave ship he was encouraged to educate himself by John 2nd Duke of Montagu and served as butler to the Duchess here in Montague House.",51.47360,-0.00149,United Kingdom,London,"Greenwich Park, near the Rangers House, Greenwich",,https://farm66.staticflickr.com/65535/50866354226_c4792960db_z.jpg,white,[],English,2566,openplaques:subject:id=2566,Ignatius Sancho,Sancho,male,1729,1780,man,"[""writer"", ""symbol of humanity of Africans"", ""butler""]",writer,https://en.wikipedia.org/wiki/Ignatius_Sancho,http://dbpedia.org/resource/Ignatius_Sancho,"https://commons.wikimedia.org/wiki/Special:FilePath/Ignatius_Sancho,_1768.jpg?width=640"
7441,openplaques:id=7441,Jane Austen and Henry Austen blue plaque,"Jane Austen novelist, stayed with her brother Henry in a house on this site 1814-1815",51.49712,-0.16083,United Kingdom,London,"23 Hans Place, Knightsbridge, SW1X 0JY",,https://farm66.staticflickr.com/65535/49709860532_c9dda2d177_z.jpg,blue,[],English,2798,openplaques:subject:id=2798,Jane Austen,Austen,female,1775,1817,woman,"[""novelist"", ""daughter of George Austen"", ""daughter of Cassandra Leigh""]",novelist,https://en.wikipedia.org/wiki/Jane_Austen,http://dbpedia.org/resource/Jane_Austen,https://commons.wikimedia.org/wiki/Special:FilePath/CassandraAusten-JaneAusten(c.1810)_hires.jpg?width=640
9151,openplaques:id=9151,Thomas Moore blue plaque,Tom Moore 1779–1852 poet lived here,51.51709,-0.15705,United Kingdom,London,"85 George Street, Marylebone, W1",,https://commons.wikimedia.org/wiki/Special:FilePath/TOM_MOORE_1779-1852_POET_lived_here.jpg?width=640,blue,"[""administered by English Heritage as part of the London wide plaque scheme"", ""London County Council""]",English,7240,openplaques:subject:id=7240,Thomas Moore,Moore,male,1779,1852,man,"[""lyric poet""]",lyric poet,https://en.wikipedia.org/wiki/Thomas_Moore,http://dbpedia.org/resource/Thomas_Moore,https://commons.wikimedia.org/wiki/Special:FilePath/Thomas_Moore_from_NPG.jpg?width=640
9240,openplaques:id=9240,Andrew Marvell black plaque,"Four feet below this spot is the stone step, formerly the entrance to the cottage in which lived Andrew Marvell, poet, wit and satirist. Colleague with John Milton in the foreign or Latin secretaryship during the Commonwealth; and for about twenty years MP for Hull. Born at Winstead Yorkshire, 31st March 1621. Died in London, 18th August 1678 and buried in the Church of St Giles-In-The-Fields.",51.56996,-0.14390,United Kingdom,London,"Outside wall of Waterlow Park, High Street, Highgate, N6",1898,https://farm8.staticflickr.com/7231/7335730154_a2bee2ecd1_z.jpg,black,"[""London County Council""]",English,5329,openplaques:subject:id=5329,Andrew Marvell,Marvell,male,1621,1678,man,"[""Member of Parliament"", ""poet"", ""public servant"", ""politician""]",Member of Parliament,https://en.wikipedia.org/wiki/Andrew_Marvell,http://dbpedia.org/resource/Andrew_Marvell,https://commons.wikimedia.org/wiki/Special:FilePath/Andrew_Marvell.jpg?width=640
9578,openplaques:id=9578,John Fry grey plaque,Dr. John Fry 1922-1994 devoted family doctor and world renowned researcher and writer,51.39916,-0.04352,United Kingdom,London,"138 Croydon Road, Elmers End",,https://farm66.staticflickr.com/65535/50544116172_c151764721_z.jpg,grey,"[""G. P. Research Club""]",English,6632,openplaques:subject:id=6632,John Fry,Fry,male,1922,1994,man,"[""researcher"", ""Doctor (unknown type)"", ""family doctor"", ""writer""]",researcher,,,
540,openplaques:id=540,Charles Kingsley blue plaque,Charles Kingsley 1819-1875 writer lived here,51.48530,-0.17277,United Kingdom,London,"56 Old Church Street, Chelsea, Kensington and Chelsea, SW3",1979,https://commons.wikimedia.org/wiki/Special:FilePath/CHARLES_KINGSLEY_1819-1875_Writer_lived_here.jpg?width=640,blue,"[""administered by English Heritage as part of the London wide plaque scheme"", ""Greater London Council""]",English,520,openplaques:subject:id=520,Charles Kingsley,Kingsley,male,1819,1875,man,"[""writer"", ""clergyman"", ""naturalist"", ""author of The Water Babies""]",writer,https://en.wikipedia.org/wiki/Charles_Kingsley,http://dbpedia.org/resource/Charles_Kingsley,https://commons.wikimedia.org/wiki/Special:FilePath/CharlesKingsley.jpeg?width=640
4324,openplaques:id=4324,"Noël Coward and Duchess Theatre, London black plaque","Duchess Theatre The Duchess Theatre began a distinguished career as a home for both drama and comedy when it opened with the war play ""Tunnel Trench"" in 1929. Prominent productions have included the 1936 London debut of T S Eliot's ""Murder In The Cathedral"" and Noël Coward's ""Blithe Spirit"" in 1942",51.51226,-0.11982,United Kingdom,London,Catherine Street,,https://farm8.staticflickr.com/7023/6447476425_01268ba136_z.jpg,black,"[""City of Westminster"", ""Society of West End Theatre""]",English,4468,openplaques:subject:id=4468,Noël Coward,Coward,male,1899,1973,man,"[""songwriter"", ""actor"", ""playwright"", ""Knight Bachelor""]",songwriter,https://en.wikipedia.org/wiki/Noël_Coward,http://dbpedia.org/resource/Noël_Coward,https://commons.wikimedia.org/wiki/Special:FilePath/Noel_Coward_Allan_warren.jpg?width=640
9630,openplaques:id=9630,William Morris blue plaque,"Directly opposite stood Elm House (demolished in 1898 ) in extensive grounds, the birthplace of William Morris 24 March 1834",51.58969,-0.02877,United Kingdom,London,"Fire Station, 341/343 Forest Road E17",,https://commons.wikimedia.org/wiki/Special:FilePath/Directly_opposite_stood_Elm_House_(demolished_in_1898_)_in_extensive_grounds_the_birthplace_of_William_Morris_24_March_1834.jpg?width=640,blue,"[""Borough of Walthamstow""]",English,1769,openplaques:subject:id=1769,William Morris,Morris,male,1834,1896,man,"[""poet"", ""artist"", ""friend of Philip Webb"", ""colleague of Philip Webb"", ""husband of Jane Burden""]",poet,https://en.wikipedia.org/wiki/William_Morris,http://dbpedia.org/resource/William_Morris,https://commons.wikimedia.org/wiki/Special:FilePath/William_Morris_age_53.jpg?width=640
32,openplaques:id=32,George Gissing blue plaque,George Gissing 1857-1903 novelist lived here 1882-1884,51.48520,-0.16727,United Kingdom,London,"33 Oakley Gardens, Kensington and Chelsea, SW3",1975,https://farm9.staticflickr.com/8636/16404861096_f81618eabd_z.jpg,blue,"[""administered by English Heritage as part of the London wide plaque scheme"", ""Greater London Council""]",English,32,openplaques:subject:id=32,George Gissing,Gissing,male,1857,1903,man,"[""novelist"", ""son of T. W. Gissing"", ""man of letters""]",novelist,https://en.wikipedia.org/wiki/George_Gissing,http://dbpedia.org/resource/George_Gissing,https://commons.wikimedia.org/wiki/Special:FilePath/George_Gissing.jpg?width=640
61,openplaques:id=61,Sylvia Plath blue plaque,Sylvia Plath 1932-1963 poet lived here 1960-1961,51.54086,-0.15570,United Kingdom,London,3 Chalcot Square,2000,https://commons.wikimedia.org/wiki/Special:FilePath/Sylvia_Plath_1932-1963_poet_lived_here_1960-1961.jpg?width=640,blue,"[""administered by English Heritage as part of the London wide plaque scheme"", ""English Heritage""]",English,63,openplaques:subject:id=63,Sylvia Plath,Plath,female,1932,1963,woman,"[""poet""]",poet,https://en.wikipedia.org/wiki/Sylvia_Plath,http://dbpedia.org/resource/Sylvia_Plath,https://commons.wikimedia.org/wiki/Special:FilePath/Sylvia_Plath.jpg?width=640
27,openplaques:id=27,Dante Gabriel Rossetti blue plaque,Dante Gabriel Rossetti 1828-1882 poet and painter was born here,51.52250,-0.14470,United Kingdom,London,110 Hallam Street,1906,https://commons.wikimedia.org/wiki/Special:FilePath/DANTE_GABRIEL_ROSSETTI_1828-1882_Poet_%26_Painter_Born_Here.jpg?width=640,blue,"[""administered by English Heritage as part of the London wide plaque scheme"", ""London County Council""]",English,488,openplaques:subject:id=488,Dante Gabriel Rossetti,Rossetti,male,1828,1882,man,"[""poet"", ""painter"", ""husband of Elizabeth Siddal"", ""Pre-Raphaelite artist"", ""son of Gabriele Pasquale Giuseppe Rossetti"", ""son of Frances Mary Lavinia Polidori""]",poet,https://en.wikipedia.org/wiki/Dante_Gabriel_Rossetti,http://dbpedia.org/resource/Dante_Gabriel_Rossetti,https://commons.wikimedia.org/wiki/Special:FilePath/Dante_Gabriel_Rossetti_by_George_Frederic_Watts.jpg?width=640
263,openplaques:id=263,Francis Bret Harte blue plaque,Francis Bret Harte  1836-1902  American writer  lived and  died here,51.51130,-0.18294,United Kingdom,London,74 Lancaster Gate,1977,https://farm66.staticflickr.com/65535/48652540266_5fc0a84405_z.jpg,blue,"[""Greater London Council"", ""administered by English Heritage as part of the London wide plaque scheme""]",English,256,openplaques:subject:id=256,Francis Bret Harte,Harte,male,1836,1902,man,"[""writer""]",writer,https://en.wikipedia.org/wiki/Bret_Harte,http://dbpedia.org/resource/Bret_Harte,"https://commons.wikimedia.org/wiki/Special:FilePath/Bret_Harte_(by_Sarony,_1872).jpg?width=640"
52,openplaques:id=52,William Wymark Jacobs blue plaque,W. W. Jacobs 1863-1943 author lived here,51.53529,-0.14704,United Kingdom,London,"15 Gloucester Gate, (Albany Street frontage), Regent's Park, Camden",1998,https://commons.wikimedia.org/wiki/Special:FilePath/W.W._JACOBS_1863-1943_Author_lived_here.jpg?width=640,blue,"[""administered by English Heritage as part of the London wide plaque scheme"", ""English Heritage""]",English,4939,openplaques:subject:id=4939,William Wymark Jacobs,Jacobs,male,1863,1943,man,"[""short story writer""]",short story writer,https://en.wikipedia.org/wiki/W._W._Jacobs,http://dbpedia.org/resource/W._W._Jacobs,https://commons.wikimedia.org/wiki/Special:FilePath/Picture_of_W._W._Jacobs.jpg?width=640
86,openplaques:id=86,Richard Jefferies blue plaque,Richard Jefferies 1848-1887 naturalist and writer lived here,51.44800,0.06307,United Kingdom,London,59 Footscray Road,1986,https://commons.wikimedia.org/wiki/Special:FilePath/Richard_JEFFERIES_1848-1887_Naturalist_and_Writer_lived_here.jpg?width=640,blue,"[""administered by English Heritage as part of the London wide plaque scheme"", ""Greater London Council""]",English,86,openplaques:subject:id=86,Richard Jefferies,Jefferies,male,1848,1887,man,"[""naturalist"", ""writer"", ""novelist"", ""nature writer""]",naturalist,https://en.wikipedia.org/wiki/Richard_Jefferies,http://dbpedia.org/resource/Richard_Jefferies,https://commons.wikimedia.org/wiki/Special:FilePath/Richard_jefferies.jpg?width=640
